"disciplina_id","1 - as VA utilizaram slides com textos e imagens que favoreceram a aprendizagem.","2 - as VA utilizaram materiais relevantes e atualizados que geram engajamento.","3 - as VA foram objetivas e aproveitaram bem o tempo.","4 - as VA foram ministradas com boa dicção, clareza e segurança na exposição dos conteúdos.","5 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","6 - as AC favoreceram a colaboração, induzindo a troca de conhecimentos e experiências entre os alunos.","7 - as AC foram compatíveis com o tempo disponível.","8 - as AC foram relevantes para a compreensão dos conteúdos.","9 - as AC contaram com Roteiros claros e completos, incluindo Apresentação, Objetivos, Descrição e Critérios de Avaliação.","10 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","11 - as AI favoreceram a sua imersão nos conteúdos, induzindo a aprendizagem autônoma.","12 - as AI foram compatíveis com o tempo disponível.","13 - as AI foram relevantes para a compreensão do conteúdo.","14 - as AI contaram com Roteiros claros e completos, incluindo Apresentação, Objetivos, Descrição e Critérios de Avaliação.","15 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","16 - os FD foram abertos com questões geradoras de discussões ricas e relevantes.","17 - os FD foram bem conduzidos e avaliados, com intervenções que proporcionaram a sua aprendizagem.","18 - os FD contaram com materiais e orientações suficientes para a sua participação.","19 - os FD foram devidamente finalizados, com destaques para os principais conteúdos e participações da turma.","20 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","21 - os WB esclareceram suas dúvidas por meio de uma interação ao vivo.","22 - os WB forneceram feedbacks sobre o andamento da disciplina e o desempenho da turma.","23 - os WB colaboraram com a sua aprendizagem.","24 - os WB desempenharam papel importante na revisão dos conteúdos para as Avaliações Presenciais.","25 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","26 - as AS contiveram questões condizentes com o conteúdo ministrado.","27 - as AS foram compatíveis com o tempo disponível.","28 - as AS priorizaram a construção do conhecimento em detrimento da memorização.","29 - as AS apresentaram níveis de dificuldade compatíveis com o nível trabalhado na disciplina.","30 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","31 - as SV disponibilizaram de forma apropriada o plano de ensino e as informações sobre conteúdos, objetivos, metodologia e critérios de avaliação da disciplina.","32 - as SV atenderam às suas necessidades de aprendizagem, apresentando um formato intuitivo e didático.","33 - as SV foram dinâmicas e devidamente atualizadas durante a disciplina.","34 - as SV viabilizam a articulação entre a teoria X prática dos conteúdos.","35 - as SV foram ambientes de interações respeitosas e éticas entre alunos e professores.","36 - as SV relacionaram os conteúdos das disciplinas com a atuação profissional.","37 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","polo","curso","nome"
"","Concordo","Discordo","Concordo","Concordo","sem resposta","Concordo","Discordo","Concordo","Concordo","sem resposta","Concordo","Discordo","Concordo","Concordo","sem resposta","Concordo","Discordo totalmente","Discordo totalmente","Discordo totalmente","sem resposta","Não concordo nem discordo","Discordo totalmente","Concordo","Concordo","Não recebemos feedback em momento algum.","Discordo","Concordo","Discordo","Discordo","sem resposta","Concordo","Discordo totalmente","Discordo","Discordo totalmente","Concordo","Discordo totalmente","sem resposta","Montes Claros","[D17] - Teoria e Sistemas das Organizações Assistenciais - Gestão de Saúde Pública","JEISE ADRIANA SOUSA NUNES"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Jequitinhonha","[D17] - Linguística - Letras Português","CASSIO FERNANDES SILVA"
"","Concordo plenamente","Não concordo nem discordo","Discordo","Discordo","sem resposta","Discordo","Discordo","Não concordo nem discordo","Discordo","sem resposta","Não concordo nem discordo","Discordo","Discordo","Discordo totalmente","sem resposta","Discordo totalmente","Discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Discordo totalmente","Discordo totalmente","Discordo totalmente","Concordo plenamente","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Discordo totalmente","Não concordo nem discordo","Discordo totalmente","Não concordo nem discordo","Concordo","Não concordo nem discordo","sem resposta","Urucuia","[D20] - Pesquisa em Educação - Pedagogia","ANA FLAVIA DA SILVA DIAS"
"","Concordo","Concordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Concordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Concordo","Não concordo nem discordo","Concordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Mantena","[D17] - Linguística - Letras Português","RAYANE DA SILVA BASTOS"
"","Concordo plenamente","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Em minha opinião, os slides e as videoaulas deveriam ser baseadas em outros materiais além das apostilas, pois a maior parte do conteúdo é retirado delas na íntegra.","Concordo plenamente","Concordo","Concordo","Discordo","Nem sempre conseguimos compreender o que é proposto pelos professores, então acabamos fazendo da nossa forma,","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Não concordo nem discordo","sem resposta","Discordo","Concordo","Não concordo nem discordo","Não concordo nem discordo","Algumas questões das provas tem um grau de dificuldade alto, que após discutir com colegas, não conseguimos encontrar as respostas em nenhum dos materiais sugeridos. Outra coisa é o feedback. Não conseguimos saber o que aprendemos de fato, pois não há feedback da prova e nem das atividades, além das notas. Gostaria de saber mais detalhes, pois em alguns momentos eu pensei que a nota da prova seria mais alta, pois a prova estava fácil, e quando recebia a nota, ficava decepcionada. Um feedback seria ideal para sabermos o que aprendemos e o que não aprendemos","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Nunca utilizei a sala virtual","Jequitinhonha","[D17] - Linguística - Letras Português","EMILLE SAMPAIO MOTA"
"","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Discordo","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Discordo","Concordo","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Urucuia","[D20] - Pesquisa em Educação - Pedagogia","FABIANA DIAS DE OLIVEIRA"
"","Concordo","Concordo","Concordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Concordo","Concordo","Concordo","sem resposta","Não concordo nem discordo","Concordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Não concordo nem discordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Joaíma","[D15] - Metodologia do Futsal - Educação Física","JEFFERSON LUIZ SANTANA DOS SANTOS"
"","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Várzea da Palma","[D20] - Pesquisa em Educação - Pedagogia","DANIELA LILIAN AGUIAR ARANHA"
"","Concordo","Concordo","Não concordo nem discordo","Concordo","As videoaulas não deveriam ultrapassar o tempo de 35 a 40 minutos´pois fica cansativo","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Concordo","Não concordo nem discordo","Concordo","Concordo","A WB depende muito do professor .Já tivemos WB ótimas e esclarecedoras enquanto outras disciplinas não ou nem tivemos.","Não concordo nem discordo","Concordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Não concordo nem discordo","Concordo","Concordo","Concordo","sem resposta","Várzea da Palma","[D20] - Pesquisa em Educação - Pedagogia","KATIA DE SOUZA LOPES"
"","Concordo","Concordo","Concordo plenamente","Concordo","sem resposta","Concordo","Concordo","Discordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Concordo plenamente","Concordo","sem resposta","Não concordo nem discordo","Concordo plenamente","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Itamarandiba","[D17] - Linguística - Letras Português","Renata Teixeira da Silva"
"","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Várzea da Palma","[D20] - Pesquisa em Educação - Pedagogia","DINALVA CONCEIÇÃO DE ARAÚJO DIAS"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Nas duas ultimas disciplinas foram difíceis de compreender e fazer AI. Pois tinha vários artigos para ler e de difícil interpretação. Até os fóruns foram complicados, tinha característica de AI.","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Buritis","[D20] - Pesquisa em Educação - Pedagogia","NICOLE RIBEIRO DE SOUZA FONSECA"
"","Concordo plenamente","Concordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Discordo","Discordo","Discordo","sem resposta","Concordo","Concordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Urucuia","[D20] - Pesquisa em Educação - Pedagogia","VALDINETE CARDOSO MESQUITA DO VALE"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Não concordo nem discordo","Concordo","Concordo","sem resposta","Concordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Concordo","teria que marcar um horário antecipado, para podermos programar e assistir online.","Não concordo nem discordo","Concordo","Não concordo nem discordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Não concordo nem discordo","Concordo","Concordo","sem resposta","Monte Azul","[D20] - Pesquisa em Educação - Pedagogia","RAIANNE SABRINA ROZENDO DE SOUZA SANTOS"
"","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Várzea da Palma","[D20] - Pesquisa em Educação - Pedagogia","CAIO EVERTON SANTOS PEREIRA"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Discordo","Concordo","Discordo","sem resposta","Concordo","Concordo","Discordo","Discordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Itamarandiba","[D17] - Linguística - Letras Português","JUCIELI FERNANDES BIÉ"
"","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","Concordo plenamente","sem resposta","Várzea da Palma","[D20] - Pesquisa em Educação - Pedagogia","ELIANE APARECIDA DA SILVA FERREIRA"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Concordo plenamente","Concordo","Concordo","sem resposta","Não concordo nem discordo","Concordo","Concordo","Concordo","muitas das vezes a demora da resposta em interação ao vivo deixa a desejar","Não concordo nem discordo","Concordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Não concordo nem discordo","Concordo","Concordo plenamente","Concordo","sem resposta","Jequitinhonha","[D17] - Linguística - Letras Português","CLÉSIA ALVES SILVA"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo plenamente","sem resposta","Não concordo nem discordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Urucuia","[D20] - Pesquisa em Educação - Pedagogia","JUDITE MENDES OLIVEIRA"
"","Concordo","Concordo","Concordo","Discordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Discordo","Discordo","Concordo","Concordo","sem resposta","Discordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Itamarandiba","[D17] - Linguística - Letras Português","Maria de Fátima Alves"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Bocaiuva","[D13] - Redes de Computadores I - Análise e Desenvolvimento de Sistemas","LEANDRO FAGNER ALMEIDA"
